"discovery_date","facility_name","closest_street_address","city","county","latitude","longitude","estimate_or_actual","volume_gallons","treated_state_of_discharge","explained_if_other","ending_date_time","expected_ending_date_time","duration_hours_minutes","corrective_actions","receiving_water_body","reason_for_discharge","other_explanation"
"2013/09/06 01:00 PM","Monroe County Department of Environmental Services","3235 Chili Ave. Rochester ","Chili","Monroe","43.1018275","-77.751008","Estimate","300","Untreated","","09/06/2013 01:30 PM","","Less than 1 hour","Small amount of sanitary discharge to the surface.","Small flowing Creek","Blockage; ","possible grease obstruction in 8"" san sewer; "
"2013/09/06 08:35 AM","Town of Grand Island Wastewater Treatment Plant","1490 East River Rd","Grand Island","Erie","42.9994597","-78.94033069999999","Unknown","","Untreated","","","09/06/2013 03:00 PM","6:25","Institute I/I engineering study to eliminate SSO","Niagara River","Other; ","Emergency sewer replacement project Whitehaven Rd; "
"2013/09/07 03:15 PM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Rush Creek","Weather Conditions; ","Heavy Rainfall, Localized thunderstorm; "
"2013/09/07 03:15 PM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/07 03:30 PM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2013/09/09 07:30 AM","City of Oswego Westside Wastewater","Steam Station Loading Dock","Oswego","Oswego","43.4553461","-76.5104973","Actual","109000","Untreated","","09/07/2013 09:44 PM","","","We are under consent decree and are currently expa","Lake Ontario","Insufficient System Capacity; Weather Conditions; ","rain; "
"2013/09/09 09:30 AM","Rensselaer County Sewer District","Dunn Memorial Bridge","Rensselaer ","Rensselaer","42.6406429","-73.74643159999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","removed an amount of grit, stones and rags","Hudson River","Blockage; ","plugged with grit, rags and stones; "
"2013/09/10 10:00 AM","Village of Woodbury","Highland Lake Estates Sewer Pump Station","Highland Mills","Orange","41.3470382","-74.126256","Estimate","2000","Untreated","","09/10/2013 11:00 AM","","Less than 1 hour","N/A","Tributary to Woodbury Creek","Other; ","see above; "
"2013/09/10 10:15 AM","Saratoga County Sewer District","US Route 9 and Bayberry Drive","Malta","Saratoga","42.9794671","-73.7876722","Estimate","25","Untreated","","09/10/2013 11:30 AM","","1:15","Used vac truck to remove sewage from manhole and r","","Other; ","broken air relief valve cap; "
"2013/09/11 06:50 PM","NYCDEP","ELLIS STREET AND FISHER AVENUE","STATEN ISLAND","Richmond","40.5133915","-74.24256079999999","Estimate","500","Untreated","","09/11/2013 07:15 PM","","Less than 1 hour","CLEARED THE STOPPAGE","ARTHUR KILL ROAD","Blockage; ","GREASE BLOCKAGE; "
"2013/09/11 07:00 AM","City of Oswego Westside Wastewater","Steam Station Loading Dock","Oswego","Oswego","43.4553461","-76.5104973","Actual","475000","Untreated","","09/10/2013 01:34 PM","","","We are under consent decree and are currently expa","Lake Ontario","Insufficient System Capacity; Weather Conditions; ","heavy rain; "
"2013/09/11 08:00 PM","City of Little Falls WWTP","South Ann St. Bridge","Little Falls","Herkimer","43.0434039","-74.8595957","Actual","2512","Untreated","","","Expected ending date of discharge not reported","","Accept Maximum Flow at WWTP","Mohawk River","Weather Conditions; ","Heavy Rain, Runoff; "
"2013/09/11 11:00 AM","Westchester County","Fenimore Road and Hoyt Avenue ","Mamaroneck","Westchester","40.9500882","-73.74099009999999","Unknown","","Untreated","","","09/12/2013 04:00 PM","29:00","This is a possible break. Status is unknown. We ar","","Unknown At This Time; ",""
"2013/09/12 05:10 AM","NYCDEP","751 Mill Road","Staten Island","Richmond","40.553829","-74.1172998","Unknown","","Other","Hypo interruption","","Expected ending date of discharge not reported","","Low voltage affected hypo pumps, gravity feed init","Lower New York Bay","Other; ","Voltage dip affected hypo pumps; "
"2013/09/12 07:00 AM","COEYMANS-RAVENA WATER POLLUTION CONTROL FACILITY","17 SEWER ACCESS ROAD; MH#2 IN ROAD TO PLANT","COEYMANS","Albany","42.4739705","-73.79234559999999","Unknown","","Untreated","","","09/13/2013 12:00 AM","17:00","Put line down","HUDSON RIVER","Power Outage; Unknown At This Time; Weather Conditions; ",""
"2013/09/17 10:45 AM","S.C.S.D. #6 Kings Park","St. Johnland Rd","Kings Park","Suffolk","40.8895931","-73.22149619999999","Estimate","50000","Untreated","","09/17/2013 10:45 AM","","","Area cleaned and properly disinfected; Sewer block","Not reported","Blockage; ","not reported; "
"2013/09/20 04:10 AM","Niagara falls wastewater treatment plant","Aquarium out fall 006","Niagara Falls","Niagara","43.0962143","-79.0377388","Actual","","Untreated","","09/22/2013 07:00 AM","","50:50","monitoring flow rates","Niagara River","Insufficient System Capacity; Weather Conditions; ","Rain; "
"2013/09/21 03:30 PM","ECSD No. 3","4973 Rogers Road, Manhole #1C65D8","Hamburg","Erie","42.7158927","-78.82947679999999","Unknown","","Untreated","","09/21/2013 05:00 PM","","1:30","Bypass Pumping","","Weather Conditions; ","Localized High Rainfall; "
"2013/09/21 05:15 AM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 05:30 AM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2013/09/21 05:40 AM","Town of Cheektowaga","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 05:45 AM","Town of Cheektowaga","Allendale Road at Southgate Road","Cheektowaga","Erie","42.941004","-78.7976149","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 05:55 AM","Town of Cheektowaga","Union Road and Ellen Drive","Cheektowaga","Erie","42.9486603","-78.7544058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Ellicott Creek/Class B","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 06:04 AM","Town of Cheektowaga","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Scajaquada Creek","Weather Conditions; ","Heavy Rain; "
"2013/09/21 06:05 AM","Town of Cheektowaga","RT. 33 Expressway at Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 06:30 AM","Town of Cheektowaga","Burke Drive at Century Road","Cheektowaga","Erie","42.9459409","-78.7968247","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 06:34 AM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","n/a","Rush Creek","Weather Conditions; ","heavy rains; "
"2013/09/21 06:35 AM","Town of Cheektowaga","Kensington Avenue and Century Road","Cheektowaga","Erie","42.9450628","-78.7961729","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 06:40 AM","Town of Cheektowaga","Vern Lane and Joanne Drive","Cheektowaga","Erie","42.8876319","-78.7643856","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 06:40 AM","Town of Cheektowaga","Eggert Road near Cedar Road","Cheektowaga","Erie","42.936948","-78.798901","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 07:00 AM","Town of Cheektowaga","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 07:00 AM","Town of Cheektowaga","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 07:19 AM","ECSD No. 3 - Blasdell","51 Labelle Avenue","Hamburg","Erie","42.7974732","-78.82989999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","n/a","Blasdell Creek","Weather Conditions; ","heavy rains; "
"2013/09/21 07:25 AM","Town of Grand Island Wastewater Treatment Plant","1490 East River Road","Grand Island","Erie","42.9994597","-78.94033069999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","Heavy Precip. (rainfall); "
"2013/09/21 07:30 AM","North Tonawanda Public Works","Wurlitzer  Bldg.. . Complex,Outfall # 241","North Tonawanda","Niagara","43.038668","-78.8642033","Unknown","","Untreated","","","Expected ending date of discharge not reported","","research possible illegal sanitary hookups","","Insufficient System Capacity; Weather Conditions; ",""
"2013/09/21 07:30 AM","North Tonawanda Public Works","Wurlitzer  Bldg.. . Complex,Outfall # 241","North Tonawanda","Niagara","43.038668","-78.8642033","Unknown","","Untreated","","","Expected ending date of discharge not reported","","research possible illegal sanitary hookups","Unknown","Insufficient System Capacity; Weather Conditions; ",""
"2013/09/21 07:30 AM","North Tonawanda Public Works","Twin City Highway/Canal Outfall #357","North Tonawanda","Niagara","43.038668","-78.8642033","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Closed Lift Station Bypass once pumps handled load","Unknown","Weather Conditions; ",""
"2013/09/21 07:30 AM","North Tonawanda Public Works","Intersection of Rumbold and Zimmerman Streets","North Tonawanda","Niagara","43.0343088","-78.8558219","Unknown","","Untreated","","","Expected ending date of discharge not reported","","cleaned storm lines,disconnected two receivers con","Unknown","Weather Conditions; ",""
"2013/09/21 08:00 AM","Town of Cheektowaga","390 George Urban Boulevard","Cheektowaga","Erie","42.91889500000001","-78.77539209999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2013/09/21 09:00 AM","Village of Sloan Sanitary Sewer System","Franklin Sreet andWagner Street","Sloan","Erie","42.8933916","-78.79392159999999","Unknown","","Untreated","","09/21/2013 08:15 PM","","11:15","Discharge was only used briefly to eliminate surch","Buffalo River","Insufficient System Capacity; Weather Conditions; ","Excessive Rainfall Event; "
"2013/09/21 09:30 AM","Town of Grand Island Wastewater Treatment Plant","115 Carl Road","Grand Island","Erie","42.99873179999999","-78.95577569999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","institute I/I engineering study to eliminate SSO","Niagara River","Weather Conditions; ","Heavy Rainfall; "
"2013/09/21 09:45 AM","Town of West Seneca Engineering Department","42 Elmsford Drive","West Seneca","Erie","42.822193","-78.77452","Unknown","","Untreated","","09/21/2013 04:30 PM","","6:45","We do not contain but screen with baskets","Cazenovia Creek","Weather Conditions; ","heavy rain; "
"2013/09/21 10:00 AM","North Tonawanda Public Works","Wurlitzer Building Complex","North Tonawanda","Niagara","43.038668","-78.8642033","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Temp Pump to Assist Ohio Lift Station","Unknown","Weather Conditions; ",""
"2013/09/21 10:00 AM","ECSD No. 3","5025 Richmond Ave","Hamburg","Erie","42.7833929","-78.796584","Unknown","","Untreated","","","Expected ending date of discharge not reported","","n/a","drainage ditch envetually to Smokes Creek","Weather Conditions; ",""
"2013/09/21 10:00 AM","Niagara Falls Water Board","91st & Luick Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/09/21 10:00 AM","Niagara Falls Water Board","81st & Frontier Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/09/21 10:15 AM","ECSD No. 3","3859 Big tree at Robin Lane","Hamburg","Erie","42.7717389","-78.839614","Unknown","","Untreated","","","Expected ending date of discharge not reported","","n/a","Rush creek","Weather Conditions; ","heavy rains; "
